ArabidopsisGeneID, CottonGeneID, Identity%, Similarity%
>AT1G71390.1,>GhA13G228800,27.9%,45.0%
>AT1G71390.1,>GhD01G250500,26.2%,38.2%
>AT1G71390.1,>GhD01G250400,29.4%,40.5%
>AT1G71390.1,>GhD01G248400,27.2%,39.6%
>AT1G71390.1,>GhD04G152600,27.3%,39.9%
>AT1G71390.1,>GhD10G138900,24.7%,37.7%
>AT1G71390.1,>GhD10G036800,10.5%,15.9%
>AT1G71390.1,>GhD01G046300,31.3%,45.3%
>AT1G71390.1,>GhD06G224700,18.0%,27.9%
>AT1G71390.1,>GhD02G031500,20.4%,29.2%
>AT1G71390.1,>GhD07G192700,28.5%,42.0%
>AT1G71390.1,>GhA11G356600,11.7%,19.7%
>AT1G71390.1,>GhA02G027000,18.1%,27.0%
>AT1G71390.1,>GhD10G132500,20.5%,31.7%
>AT1G71390.1,>GhA05G356600,23.0%,35.3%
>AT1G71390.1,>GhD06G224800,21.3%,31.6%
>AT1G71390.1,>GhD05G397900,28.4%,40.0%
>AT1G71390.1,>GhA01G251300,27.4%,39.2%
>AT1G71390.1,>GhA01G254200,26.9%,39.1%
>AT1G71390.1,>GhD05G395300,30.1%,42.2%
>AT1G71390.1,>GhD05G396900,29.1%,39.7%
>AT1G71390.1,>GhA08G025700,30.7%,41.8%
>AT1G71390.1,>GhD05G395000,29.7%,41.8%
>AT1G71390.1,>GhD02G045600,28.2%,39.4%
>AT1G71390.1,>GhD07G213600,31.8%,45.1%
>AT1G71390.1,>GhA11G333100,26.0%,38.5%
>AT1G71390.1,>GhA11G297300,26.0%,39.0%
>AT1G71390.1,>GhD09G061000,29.7%,43.2%
>AT1G71390.1,>GhD03G121200,25.7%,38.5%
>AT1G71390.1,>GhD05G367000,26.8%,39.6%
>AT1G71390.1,>GhD11G339300,27.9%,40.3%
>AT1G71390.1,>GhA10G097800,25.1%,37.3%
>AT1G71390.1,>GhD02G133200,26.1%,38.6%
>AT1G71390.1,>GhA13G228700,24.4%,38.4%
>AT1G71390.1,>GhA11G332000,25.6%,38.3%
>AT1G71390.1,>GhA09G067500,29.7%,43.7%
>AT1G71390.1,>GhA04G007700,30.2%,44.0%
>AT1G71390.1,>GhD12G159200,26.6%,41.0%
>AT1G71390.1,>GhA11G334000,28.1%,41.7%
>AT1G71390.1,>GhA11G283300,26.9%,40.2%
>AT1G71390.1,>GhD05G365900,27.3%,37.6%
>AT1G71390.1,>GhD05G396500,31.6%,45.5%
>AT1G71390.1,>GhD11G317300,34.2%,50.7%
>AT1G71390.1,>GhD11G339500,26.7%,40.0%
>AT1G71390.1,>GhA02G081100,25.0%,38.2%
>AT1G71390.1,>GhD01G046400,31.6%,45.2%
>AT1G71390.1,>GhA04G033800,29.5%,44.7%
>AT1G71390.1,>GhA10G123500,28.0%,40.9%
>AT1G71390.1,>GhD02G031000,24.4%,35.7%
>AT1G71390.1,>GhD05G367500,27.5%,40.5%
>AT1G71390.1,>GhD10G133200,22.7%,35.0%
>AT1G71390.1,>GhD02G031100,25.2%,37.9%
>AT1G71390.1,>GhA08G051200,25.9%,40.2%
>AT1G71390.1,>GhA05G269500,27.9%,42.1%
>AT1G71390.1,>GhA04G049200,26.0%,38.1%
>AT1G71390.1,>GhA04G007600,31.4%,44.8%
>AT1G71390.1,>GhA01G011400,25.0%,36.7%
>AT1G71390.1,>GhD01G049600,30.8%,43.3%
>AT1G71390.1,>GhD13G066900,27.2%,40.8%
>AT1G71390.1,>GhA13G229300,25.6%,37.4%
>AT1G71390.1,>GhD02G220600,30.3%,43.4%
>AT1G71390.1,>GhD05G397800,26.5%,39.6%
>AT1G71390.1,>GhD05G396100,26.8%,39.4%
>AT1G71390.1,>GhA07G032400,21.7%,32.8%
>AT1G71390.1,>GhD07G033800,19.3%,29.9%
>AT1G71390.1,>GhD02G030300,24.8%,36.9%
>AT1G71390.1,>GhD05G397600,24.0%,33.6%
>AT1G71390.1,>GhD02G131200, 7.8%,12.1%
>AT1G71390.1,>GhA10G019500, 7.6%,10.1%
>AT1G71390.1,>GhD09G084700, 8.2%,11.9%
>AT1G71390.1,>GhD10G028400, 8.1%,11.4%
>AT1G71390.1,>GhD11G147600,24.1%,36.7%
>AT1G71390.1,>GhA09G089700, 8.1%,12.0%
>AT1G71390.1,>GhA03G115900,12.9%,21.0%
>AT1G71390.1,>GhA05G085800, 6.8%,10.6%
>AT1G71390.1,>GhA05G396900,21.9%,33.5%
>AT1G71390.1,>GhD05G097500, 8.0%,12.4%
>AT1G71390.1,>GhD04G021200,23.1%,34.0%
>AT1G71390.1,>GhD05G395100,24.8%,34.4%
>AT1G71390.1,>GhA02G024800,20.9%,29.8%
>AT1G71390.1,>GhA06G154300,13.3%,21.7%
>AT1G71390.1,>GhA05G139400,11.0%,17.6%
>AT1G71390.1,>GhA04G034300,17.4%,26.2%
>AT1G71390.1,>GhA04G008600,16.5%,24.0%
>AT1G71390.1,>GhA08G221500,15.2%,23.0%
>AT1G71390.1,>GhA04G034600,15.8%,23.4%
>AT1G71390.1,>GhA07G096900,11.7%,18.6%
>AT1G71390.1,>GhD05G155100, 9.9%,14.0%
>AT1G71390.1,>GhD10G138600,13.8%,20.5%
>AT1G71390.1,>GhA07G216400,15.2%,21.0%
>AT1G71390.1,>GhD02G030600, 9.9%,14.5%
>AT1G71390.1,>GhD02G078300,12.5%,16.9%
>AT1G71390.1,>GhD05G396200,11.8%,16.9%
>AT1G71390.1,>GhD01G010800, 9.6%,13.8%
>AT1G71390.1,>GhA04G048600,11.9%,16.3%
>AT1G71390.1,>GhA07G216700,11.8%,16.3%
>AT1G71390.1,>GhD02G030200, 8.6%,13.4%
>AT1G71390.1,>GhA01G053700, 9.4%,13.1%
>AT1G71390.1,>GhA04G008300,27.6%,38.9%
>AT1G71390.1,>GhD02G032100,23.2%,34.4%
>AT1G74170.1,>GhA03G106700,25.1%,38.7%
>AT1G74170.1,>GhD01G046100,27.2%,40.4%
>AT1G74170.1,>GhA02G156900,26.1%,40.2%
>AT1G74170.1,>GhA02G180200, 8.0%,11.1%
>AT1G74170.1,>GhD06G224500,30.9%,44.1%
>AT1G74170.1,>GhA03G076200,25.8%,38.0%
>AT1G74170.1,>GhA03G127200, 7.7%,11.9%
>AT1G74170.1,>GhA04G007800,26.5%,38.6%
>AT1G74170.1,>GhD01G092200,26.9%,39.1%
>AT1G74170.1,>GhA04G008400,26.9%,37.9%
>AT1G74170.1,>GhD05G389300,26.9%,39.1%
>AT1G74170.1,>GhD05G398200,27.0%,40.5%
>AT1G74170.1,>GhA04G129800,24.1%,37.0%
>AT1G74170.1,>GhD04G025800,25.5%,36.6%
>AT1G74170.1,>GhA05G008200,28.4%,40.2%
>AT1G74170.1,>GhA05G397500,24.7%,35.0%
>AT1G74170.1,>GhD11G221500, 8.8%,12.7%
>AT1G74170.1,>GhD09G178000,23.3%,34.8%
>AT1G74170.1,>GhA06G196800,27.1%,40.8%
>AT1G74170.1,>GhD08G020700,25.4%,37.0%
>AT1G74170.1,>GhD08G021100,27.3%,40.4%
>AT1G74170.1,>GhA07G164200,13.9%,22.4%
>AT1G74170.1,>GhD08G025300,28.5%,40.6%
>AT1G74170.1,>GhA07G194800,26.3%,37.3%
>AT1G74170.1,>GhD08G025400,27.9%,40.1%
>AT1G74170.1,>GhA08G025800,24.7%,34.0%
>AT1G74170.1,>GhD13G171600,25.7%,37.6%
>AT1G74170.1,>GhA08G245600,25.8%,39.9%
>AT1G74170.1,>GhD10G132600,32.4%,46.3%
>AT1G74170.1,>GhA09G028900, 9.8%,13.6%
>AT1G74170.1,>GhD10G132400,31.7%,45.8%
>AT1G74170.1,>GhA09G136100,22.2%,32.2%
>AT1G74170.1,>GhD03G032100, 8.1%,11.1%
>AT1G74170.1,>GhA10G027700,13.4%,21.4%
>AT1G74170.1,>GhD11G337700,27.3%,41.2%
>AT1G74170.1,>GhA10G140000,31.7%,46.6%
>AT1G74170.1,>GhD04G169800,26.2%,37.4%
>AT1G74170.1,>GhD05G346300,23.7%,34.1%
>AT1G74170.1,>GhA11G075300,18.4%,28.6%
>AT1G74170.1,>GhA11G229300, 8.8%,12.8%
>AT1G74170.1,>GhD08G236900,29.0%,44.3%
>AT1G74170.1,>GhA11G292000,24.1%,37.3%
>AT1G74170.1,>GhD05G388100,26.4%,40.0%
>AT1G74170.1,>GhA12G092200, 8.9%,12.9%
>AT1G74170.1,>GhD07G163000,14.0%,22.0%
>AT1G74170.1,>GhD07G095200,25.5%,37.6%
>AT1G74170.1,>GhD13G060700, 7.3%,11.8%
>AT1G74170.1,>GhD03G057700,26.3%,40.0%
>AT1G74170.1,>GhD13G232900,33.2%,45.1%
>AT1G74170.1,>GhD10G173100,24.9%,37.9%
>AT1G74170.1,>GhD06G069300,18.7%,27.1%
>AT1G74170.1,>GhD12G090600, 8.1%,12.3%
>AT1G74170.1,>GhD06G155600,12.1%,18.6%
>AT1G74170.1,>GhD02G148100, 7.6%,11.0%
>AT1G74170.1,>GhD02G148100, 7.6%,11.0%
>AT1G74170.1,>GhD01G245400,23.4%,36.1%
>AT1G74170.1,>GhD01G245500,22.8%,36.2%
>AT1G74170.1,>GhA11G283800,25.0%,39.0%
>AT1G74170.1,>GhD11G338300,28.2%,41.6%
>AT1G74170.1,>GhD11G338200,27.7%,38.5%
>AT1G74170.1,>GhA13G063200,26.8%,37.9%
>AT1G74170.1,>GhD09G026100,10.8%,16.4%
>AT1G74170.1,>GhD05G013900,31.0%,44.2%
>AT1G74170.1,>GhA01G050700,26.5%,41.0%
>AT1G74170.1,>GhD02G027900,22.3%,35.8%
>AT1G74170.1,>GhD02G027800,23.8%,36.7%
>AT1G74170.1,>GhD11G075500,17.4%,27.5%
>AT1G74170.1,>GhA10G123000,25.7%,38.3%
>AT1G74170.1,>GhA01G256300,23.5%,34.7%
>AT1G74170.1,>GhD05G336900,25.9%,36.4%
>AT1G74170.1,>GhA10G135100,27.8%,41.1%
>AT1G74170.1,>GhA01G256200,21.8%,33.5%
>AT1G74170.1,>GhD04G152700,14.4%,23.2%
>AT1G74170.1,>GhA04G049100,25.1%,37.1%
>AT1G74170.1,>GhD08G020800,26.9%,39.7%
>AT1G74170.1,>GhA04G113800,26.0%,39.4%
>AT1G74170.1,>GhA04G049500,26.6%,38.1%
>AT1G74170.1,>GhD02G031400,25.5%,35.8%
>AT1G74170.1,>GhD04G152900,25.1%,37.5%
>AT1G74170.1,>GhD02G031600,33.2%,45.0%
>AT1G74170.1,>GhD05G397000,24.2%,34.7%
>AT1G74170.1,>GhA13G170200,28.2%,41.8%
>AT1G74170.1,>GhD05G396600,26.4%,38.7%
>AT1G74170.1,>GhA13G228800,31.3%,44.1%
>AT1G74170.1,>GhD01G250500,22.6%,33.5%
>AT1G74170.1,>GhD01G250400,23.5%,36.1%
>AT1G74170.1,>GhD01G248400,22.8%,36.0%
>AT1G74170.1,>GhD04G152600,26.5%,39.9%
>AT1G74170.1,>GhD10G138900,27.3%,41.0%
>AT1G74170.1,>GhD10G036800,13.2%,21.2%
>AT1G74170.1,>GhD01G046300,28.1%,42.0%
>AT1G74170.1,>GhD06G224700,27.2%,38.6%
>AT1G74170.1,>GhD02G031500,28.4%,40.1%
>AT1G74170.1,>GhD07G192700,26.4%,36.7%
>AT1G74170.1,>GhA11G356600,14.7%,24.5%
>AT1G74170.1,>GhA02G027000,26.3%,37.3%
>AT1G74170.1,>GhD10G132500,32.9%,44.8%
>AT1G74170.1,>GhA05G356600,32.8%,47.8%
>AT1G74170.1,>GhD06G224800,31.2%,45.5%
>AT1G74170.1,>GhD05G397900,27.8%,39.1%
>AT1G74170.1,>GhA01G251300,23.3%,36.0%
>AT1G74170.1,>GhA01G254200,22.9%,35.4%
>AT1G74170.1,>GhD05G395300,26.9%,39.9%
>AT1G74170.1,>GhD05G396900,26.6%,38.6%
>AT1G74170.1,>GhA08G025700,26.7%,38.3%
>AT1G74170.1,>GhD05G395000,26.5%,38.6%
>AT1G74170.1,>GhD02G045600,25.2%,38.5%
>AT1G74170.1,>GhD07G213600,25.7%,37.6%
>AT1G74170.1,>GhA11G333100,26.5%,38.4%
>AT1G74170.1,>GhA11G297300,26.0%,39.0%
>AT1G74170.1,>GhD09G061000,26.1%,38.7%
>AT1G74170.1,>GhD03G121200,25.7%,38.0%
>AT1G74170.1,>GhD05G367000,26.2%,39.4%
>AT1G74170.1,>GhD11G339300,26.0%,37.8%
>AT1G74170.1,>GhA10G097800,25.0%,38.1%
>AT1G74170.1,>GhD02G133200,24.5%,37.9%
>AT1G74170.1,>GhA13G228700,31.0%,44.8%
>AT1G74170.1,>GhA11G332000,27.0%,38.2%
>AT1G74170.1,>GhA09G067500,25.7%,37.7%
>AT1G74170.1,>GhA04G007700,27.1%,39.0%
>AT1G74170.1,>GhD12G159200,27.3%,39.9%
>AT1G74170.1,>GhA11G334000,27.4%,38.7%
>AT1G74170.1,>GhA11G283300,23.8%,35.5%
>AT1G74170.1,>GhD05G365900,26.0%,38.5%
>AT1G74170.1,>GhD05G396500,26.2%,37.5%
>AT1G74170.1,>GhD11G317300,25.6%,39.0%
>AT1G74170.1,>GhD11G339500,26.8%,38.0%
>AT1G74170.1,>GhA02G081100,26.6%,39.5%
>AT1G74170.1,>GhD01G046400,27.6%,41.6%
>AT1G74170.1,>GhA04G033800,27.0%,40.3%
>AT1G74170.1,>GhA10G123500,27.7%,40.4%
>AT1G74170.1,>GhD02G031000,34.1%,46.8%
>AT1G74170.1,>GhD05G367500,26.4%,39.0%
>AT1G74170.1,>GhD10G133200,28.5%,41.9%
>AT1G74170.1,>GhD02G031100,32.5%,44.6%
>AT1G74170.1,>GhA08G051200,30.2%,42.4%
>AT1G74170.1,>GhA05G269500,23.8%,35.2%
>AT1G74170.1,>GhA04G049200,24.5%,35.3%
>AT1G74170.1,>GhA04G007600,24.8%,36.3%
>AT1G74170.1,>GhA01G011400,20.9%,31.2%
>AT1G74170.1,>GhD01G049600,20.7%,31.6%
>AT1G74170.1,>GhD13G066900,26.3%,37.5%
>AT1G74170.1,>GhA13G229300,26.1%,37.0%
>AT1G74170.1,>GhD02G220600,21.7%,31.8%
>AT1G74170.1,>GhD05G397800,22.6%,32.2%
>AT1G74170.1,>GhD05G396100,21.9%,32.3%
>AT1G74170.1,>GhA07G032400,11.4%,18.2%
>AT1G74170.1,>GhD07G033800,11.5%,18.2%
>AT1G74170.1,>GhD02G030300,25.8%,34.6%
>AT1G74170.1,>GhD05G397600,21.5%,31.5%
>AT1G74170.1,>GhD02G131200,13.8%,22.8%
>AT1G74170.1,>GhA10G019500,11.8%,19.3%
>AT1G74170.1,>GhD09G084700,11.6%,20.9%
>AT1G74170.1,>GhD10G028400,12.1%,19.8%
>AT1G74170.1,>GhD11G147600,18.6%,26.4%
>AT1G74170.1,>GhA09G089700,11.2%,19.2%
>AT1G74170.1,>GhA03G115900,13.4%,22.4%
>AT1G74170.1,>GhA05G085800,12.5%,22.0%
>AT1G74170.1,>GhA05G396900,21.9%,32.0%
>AT1G74170.1,>GhD05G097500,10.4%,17.8%
>AT1G74170.1,>GhD04G021200,17.5%,28.3%
>AT1G74170.1,>GhD05G395100,19.4%,27.7%
>AT1G74170.1,>GhA02G024800,14.0%,21.4%
>AT1G74170.1,>GhA06G154300,12.1%,18.8%
>AT1G74170.1,>GhA05G139400,11.4%,17.7%
>AT1G74170.1,>GhA04G034300,15.4%,22.8%
>AT1G74170.1,>GhA04G008600,12.9%,18.0%
>AT1G74170.1,>GhA08G221500,14.0%,19.9%
>AT1G74170.1,>GhA04G034600,12.5%,18.3%
>AT1G74170.1,>GhA07G096900, 9.0%,13.5%
>AT1G74170.1,>GhD05G155100, 8.9%,14.2%
>AT1G74170.1,>GhD10G138600,11.8%,17.5%
>AT1G74170.1,>GhA07G216400, 9.9%,14.9%
>AT1G74170.1,>GhD02G030600, 7.4%,10.4%
>AT1G74170.1,>GhD02G078300, 8.5%,13.5%
>AT1G74170.1,>GhD05G396200,10.0%,13.8%
>AT1G74170.1,>GhD01G010800, 8.7%,12.5%
>AT1G74170.1,>GhA04G048600, 8.4%,12.2%
>AT1G74170.1,>GhA07G216700, 6.6%,10.7%
>AT1G74170.1,>GhD02G030200, 9.8%,13.0%
>AT1G74170.1,>GhA01G053700, 7.4%, 9.9%
>AT1G74170.1,>GhA04G008300,25.1%,35.6%
>AT1G74170.1,>GhD02G032100,31.6%,43.5%
>AT1G74180.1,>GhA03G106700,27.3%,40.6%
>AT1G74180.1,>GhD01G046100,26.7%,40.2%
>AT1G74180.1,>GhA02G156900,28.0%,41.1%
>AT1G74180.1,>GhA02G180200, 9.2%,13.7%
>AT1G74180.1,>GhD06G224500,32.1%,45.3%
>AT1G74180.1,>GhA03G076200,29.1%,41.2%
>AT1G74180.1,>GhA03G127200, 8.8%,12.6%
>AT1G74180.1,>GhA04G007800,28.1%,41.0%
>AT1G74180.1,>GhD01G092200,26.7%,39.3%
>AT1G74180.1,>GhA04G008400,25.7%,41.2%
>AT1G74180.1,>GhD05G389300,26.8%,38.2%
>AT1G74180.1,>GhD05G398200,25.1%,37.6%
>AT1G74180.1,>GhA04G129800,27.4%,42.3%
>AT1G74180.1,>GhD04G025800,24.7%,37.1%
>AT1G74180.1,>GhA05G008200,31.0%,42.3%
>AT1G74180.1,>GhA05G397500,25.4%,39.5%
>AT1G74180.1,>GhD11G221500, 8.6%,13.4%
>AT1G74180.1,>GhD09G178000,23.5%,36.3%
>AT1G74180.1,>GhA06G196800,27.9%,41.6%
>AT1G74180.1,>GhD08G020700,28.0%,41.7%
>AT1G74180.1,>GhD08G021100,28.1%,43.1%
>AT1G74180.1,>GhA07G164200,14.1%,22.4%
>AT1G74180.1,>GhD08G025300,28.6%,43.3%
>AT1G74180.1,>GhA07G194800,28.2%,41.0%
>AT1G74180.1,>GhD08G025400,28.4%,42.3%
>AT1G74180.1,>GhA08G025800,26.3%,38.9%
>AT1G74180.1,>GhD13G171600,28.0%,42.8%
>AT1G74180.1,>GhA08G245600,25.0%,39.1%
>AT1G74180.1,>GhD10G132600,31.9%,46.6%
>AT1G74180.1,>GhA09G028900, 9.5%,14.3%
>AT1G74180.1,>GhD10G132400,30.2%,45.1%
>AT1G74180.1,>GhA09G136100,22.3%,33.6%
>AT1G74180.1,>GhD03G032100, 9.2%,13.8%
>AT1G74180.1,>GhA10G027700,13.2%,19.2%
>AT1G74180.1,>GhD11G337700,27.6%,41.0%
>AT1G74180.1,>GhA10G140000,31.0%,46.2%
>AT1G74180.1,>GhD04G169800,27.3%,41.8%
>AT1G74180.1,>GhD05G346300,21.1%,31.3%
>AT1G74180.1,>GhA11G075300,20.7%,30.2%
>AT1G74180.1,>GhA11G229300, 8.7%,13.3%
>AT1G74180.1,>GhD08G236900,24.7%,39.1%
>AT1G74180.1,>GhA11G292000,27.5%,40.5%
>AT1G74180.1,>GhD05G388100,25.1%,38.6%
>AT1G74180.1,>GhA12G092200, 8.8%,12.0%
>AT1G74180.1,>GhD07G163000,13.2%,20.1%
>AT1G74180.1,>GhD07G095200,27.1%,39.1%
>AT1G74180.1,>GhD13G060700, 7.5%,11.5%
>AT1G74180.1,>GhD03G057700,28.1%,41.3%
>AT1G74180.1,>GhD13G232900,34.3%,48.1%
>AT1G74180.1,>GhD10G173100,26.2%,40.2%
>AT1G74180.1,>GhD06G069300,19.1%,25.8%
>AT1G74180.1,>GhD12G090600, 8.5%,11.7%
>AT1G74180.1,>GhD06G155600,12.3%,17.6%
>AT1G74180.1,>GhD02G148100, 8.1%,11.7%
>AT1G74180.1,>GhD02G148100, 8.1%,11.7%
>AT1G74180.1,>GhD01G245400,25.5%,38.7%
>AT1G74180.1,>GhD01G245500,24.9%,38.2%
>AT1G74180.1,>GhA11G283800,26.9%,39.1%
>AT1G74180.1,>GhD11G338300,27.4%,41.8%
>AT1G74180.1,>GhD11G338200,27.9%,43.0%
>AT1G74180.1,>GhA13G063200,27.1%,40.7%
>AT1G74180.1,>GhD09G026100, 9.4%,14.7%
>AT1G74180.1,>GhD05G013900,30.4%,44.0%
>AT1G74180.1,>GhA01G050700,23.3%,34.8%
>AT1G74180.1,>GhD02G027900,24.4%,36.2%
>AT1G74180.1,>GhD02G027800,24.7%,37.3%
>AT1G74180.1,>GhD11G075500,20.9%,31.2%
>AT1G74180.1,>GhA10G123000,27.7%,40.9%
>AT1G74180.1,>GhA01G256300,25.2%,36.9%
>AT1G74180.1,>GhD05G336900,26.6%,38.9%
>AT1G74180.1,>GhA10G135100,25.7%,38.5%
>AT1G74180.1,>GhA01G256200,24.3%,36.8%
>AT1G74180.1,>GhD04G152700,13.7%,20.9%
>AT1G74180.1,>GhA04G049100,27.1%,40.1%
>AT1G74180.1,>GhD08G020800,28.9%,41.8%
>AT1G74180.1,>GhA04G113800,27.2%,39.8%
>AT1G74180.1,>GhA04G049500,27.7%,40.2%
>AT1G74180.1,>GhD02G031400,24.2%,35.1%
>AT1G74180.1,>GhD04G152900,27.0%,39.7%
>AT1G74180.1,>GhD02G031600,34.4%,48.8%
>AT1G74180.1,>GhD05G397000,23.3%,36.2%
>AT1G74180.1,>GhA13G170200,26.0%,40.4%
>AT1G74180.1,>GhD05G396600,26.8%,39.6%
>AT1G74180.1,>GhA13G228800,29.3%,42.6%
>AT1G74180.1,>GhD01G250500,25.2%,37.5%
>AT1G74180.1,>GhD01G250400,25.2%,37.5%
>AT1G74180.1,>GhD01G248400,25.0%,39.8%
>AT1G74180.1,>GhD04G152600,27.9%,41.2%
>AT1G74180.1,>GhD10G138900,26.0%,40.0%
>AT1G74180.1,>GhD10G036800,13.3%,19.1%
>AT1G74180.1,>GhD01G046300,28.8%,42.4%
>AT1G74180.1,>GhD06G224700,27.2%,38.1%
>AT1G74180.1,>GhD02G031500,30.5%,43.6%
>AT1G74180.1,>GhD07G192700,27.7%,40.5%
>AT1G74180.1,>GhA11G356600,15.4%,25.6%
>AT1G74180.1,>GhA02G027000,27.6%,40.5%
>AT1G74180.1,>GhD10G132500,30.6%,44.5%
>AT1G74180.1,>GhA05G356600,34.7%,50.5%
>AT1G74180.1,>GhD06G224800,33.7%,47.9%
>AT1G74180.1,>GhD05G397900,25.9%,39.6%
>AT1G74180.1,>GhA01G251300,25.8%,38.6%
>AT1G74180.1,>GhA01G254200,25.1%,41.4%
>AT1G74180.1,>GhD05G395300,25.5%,39.6%
>AT1G74180.1,>GhD05G396900,26.7%,40.4%
>AT1G74180.1,>GhA08G025700,27.4%,40.5%
>AT1G74180.1,>GhD05G395000,25.2%,36.7%
>AT1G74180.1,>GhD02G045600,24.9%,36.7%
>AT1G74180.1,>GhD07G213600,27.0%,39.1%
>AT1G74180.1,>GhA11G333100,27.0%,40.1%
>AT1G74180.1,>GhA11G297300,28.1%,40.0%
>AT1G74180.1,>GhD09G061000,27.2%,42.3%
>AT1G74180.1,>GhD03G121200,28.4%,38.8%
>AT1G74180.1,>GhD05G367000,27.3%,40.0%
>AT1G74180.1,>GhD11G339300,27.7%,42.1%
>AT1G74180.1,>GhA10G097800,26.2%,39.8%
>AT1G74180.1,>GhD02G133200,27.0%,39.8%
>AT1G74180.1,>GhA13G228700,31.4%,47.4%
>AT1G74180.1,>GhA11G332000,27.3%,40.3%
>AT1G74180.1,>GhA09G067500,27.1%,40.6%
>AT1G74180.1,>GhA04G007700,25.2%,38.7%
>AT1G74180.1,>GhD12G159200,27.7%,40.9%
>AT1G74180.1,>GhA11G334000,26.7%,40.8%
>AT1G74180.1,>GhA11G283300,27.3%,42.0%
>AT1G74180.1,>GhD05G365900,28.3%,41.9%
>AT1G74180.1,>GhD05G396500,25.1%,38.8%
>AT1G74180.1,>GhD11G317300,27.8%,40.9%
>AT1G74180.1,>GhD11G339500,27.6%,42.5%
>AT1G74180.1,>GhA02G081100,27.9%,45.0%
>AT1G74180.1,>GhD01G046400,27.8%,40.2%
>AT1G74180.1,>GhA04G033800,30.1%,42.4%
>AT1G74180.1,>GhA10G123500,25.3%,36.3%
>AT1G74180.1,>GhD02G031000,32.0%,45.1%
>AT1G74180.1,>GhD05G367500,26.2%,37.3%
>AT1G74180.1,>GhD10G133200,28.0%,42.1%
>AT1G74180.1,>GhD02G031100,31.1%,44.6%
>AT1G74180.1,>GhA08G051200,29.6%,43.4%
>AT1G74180.1,>GhA05G269500,25.8%,41.5%
>AT1G74180.1,>GhA04G049200,23.6%,35.5%
>AT1G74180.1,>GhA04G007600,21.7%,33.1%
>AT1G74180.1,>GhA01G011400,22.8%,33.5%
>AT1G74180.1,>GhD01G049600,23.8%,36.1%
>AT1G74180.1,>GhD13G066900,28.0%,40.9%
>AT1G74180.1,>GhA13G229300,23.4%,35.7%
>AT1G74180.1,>GhD02G220600,24.3%,36.0%
>AT1G74180.1,>GhD05G397800,23.1%,34.4%
>AT1G74180.1,>GhD05G396100,20.9%,31.3%
>AT1G74180.1,>GhA07G032400,13.3%,20.5%
>AT1G74180.1,>GhD07G033800,13.3%,20.6%
>AT1G74180.1,>GhD02G030300,25.9%,35.7%
>AT1G74180.1,>GhD05G397600,21.3%,31.9%
>AT1G74180.1,>GhD02G131200,14.4%,23.8%
>AT1G74180.1,>GhA10G019500,13.1%,22.1%
>AT1G74180.1,>GhD09G084700,13.5%,22.8%
>AT1G74180.1,>GhD10G028400,13.1%,22.5%
>AT1G74180.1,>GhD11G147600,22.2%,31.9%
>AT1G74180.1,>GhA09G089700,13.3%,22.4%
>AT1G74180.1,>GhA03G115900,13.7%,23.9%
>AT1G74180.1,>GhA05G085800,12.3%,19.5%
>AT1G74180.1,>GhA05G396900,21.7%,31.5%
>AT1G74180.1,>GhD05G097500,13.8%,24.8%
>AT1G74180.1,>GhD04G021200,19.8%,31.5%
>AT1G74180.1,>GhD05G395100,17.9%,26.0%
>AT1G74180.1,>GhA02G024800,15.7%,21.9%
>AT1G74180.1,>GhA06G154300,12.4%,18.0%
>AT1G74180.1,>GhA05G139400,12.0%,18.3%
>AT1G74180.1,>GhA04G034300,15.0%,21.2%
>AT1G74180.1,>GhA04G008600,11.4%,17.2%
>AT1G74180.1,>GhA08G221500,13.9%,20.3%
>AT1G74180.1,>GhA04G034600,11.6%,17.5%
>AT1G74180.1,>GhA07G096900,10.1%,15.8%
>AT1G74180.1,>GhD05G155100,10.8%,15.3%
>AT1G74180.1,>GhD10G138600,11.8%,17.3%
>AT1G74180.1,>GhA07G216400,10.5%,15.6%
>AT1G74180.1,>GhD02G030600,10.7%,14.9%
>AT1G74180.1,>GhD02G078300, 8.5%,12.9%
>AT1G74180.1,>GhD05G396200, 8.8%,13.2%
>AT1G74180.1,>GhD01G010800, 8.8%,12.4%
>AT1G74180.1,>GhA04G048600, 9.6%,13.5%
>AT1G74180.1,>GhA07G216700, 8.0%,13.0%
>AT1G74180.1,>GhD02G030200, 9.7%,13.1%
>AT1G74180.1,>GhA01G053700, 7.6%,10.9%
>AT1G74180.1,>GhA04G008300,25.9%,38.1%
>AT1G74180.1,>GhD02G032100,32.9%,47.0%
>AT1G74190.1,>GhA03G106700,25.4%,40.3%
>AT1G74190.1,>GhD01G046100,27.7%,40.2%
>AT1G74190.1,>GhA02G156900,28.6%,42.0%
>AT1G74190.1,>GhA02G180200, 8.5%,13.7%
>AT1G74190.1,>GhD06G224500,33.5%,46.3%
>AT1G74190.1,>GhA03G076200,28.3%,40.6%
>AT1G74190.1,>GhA03G127200, 8.0%,13.0%
>AT1G74190.1,>GhA04G007800,27.1%,39.3%
>AT1G74190.1,>GhD01G092200,28.6%,42.6%
>AT1G74190.1,>GhA04G008400,26.7%,39.6%
>AT1G74190.1,>GhD05G389300,27.3%,39.4%
>AT1G74190.1,>GhD05G398200,26.5%,38.7%
>AT1G74190.1,>GhA04G129800,26.4%,40.2%
